"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","USDPPP","In 2017 constant prices at 2017 USD PPPs","2005","2005","USD","US Dollar","0","Units","2017","2017",36322.3907570678,,
"ESP","Spain","USDPPP","In 2017 constant prices at 2017 USD PPPs","2006","2006","USD","US Dollar","0","Units","2017","2017",36184.8195886938,,
"ESP","Spain","USDPPP","In 2017 constant prices at 2017 USD PPPs","2007","2007","USD","US Dollar","0","Units","2017","2017",36658.7314885221,,
"ESP","Spain","USDPPP","In 2017 constant prices at 2017 USD PPPs","2008","2008","USD","US Dollar","0","Units","2017","2017",38133.8682520624,,
"ESP","Spain","USDPPP","In 2017 constant prices at 2017 USD PPPs","2009","2009","USD","US Dollar","0","Units","2017","2017",40716.8754243301,,
"ESP","Spain","USDPPP","In 2017 constant prices at 2017 USD PPPs","2010","2010","USD","US Dollar","0","Units","2017","2017",40018.0521033902,,
"ESP","Spain","USDPPP","In 2017 constant prices at 2017 USD PPPs","2011","2011","USD","US Dollar","0","Units","2017","2017",39450.9332208976,,
"ESP","Spain","USDPPP","In 2017 constant prices at 2017 USD PPPs","2012","2012","USD","US Dollar","0","Units","2017","2017",38328.2306393488,,
"ESP","Spain","USDPPP","In 2017 constant prices at 2017 USD PPPs","2013","2013","USD","US Dollar","0","Units","2017","2017",38415.6997772412,,
"ESP","Spain","USDPPP","In 2017 constant prices at 2017 USD PPPs","2014","2014","USD","US Dollar","0","Units","2017","2017",38422.0115045553,,
"ESP","Spain","USDPPP","In 2017 constant prices at 2017 USD PPPs","2015","2015","USD","US Dollar","0","Units","2017","2017",39338.9353619615,,
"ESP","Spain","USDPPP","In 2017 constant prices at 2017 USD PPPs","2016","2016","USD","US Dollar","0","Units","2017","2017",39196.0989726629,,
"ESP","Spain","USDPPP","In 2017 constant prices at 2017 USD PPPs","2017","2017","USD","US Dollar","0","Units","2017","2017",38507.4944144873,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2000","2000","USD","US Dollar","0","Units","2016","2016",32983.9932294897,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2001","2001","USD","US Dollar","0","Units","2016","2016",33167.4158821938,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2002","2002","USD","US Dollar","0","Units","2016","2016",33441.1005552438,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2003","2003","USD","US Dollar","0","Units","2016","2016",33855.7729169988,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2004","2004","USD","US Dollar","0","Units","2016","2016",34887.1925126655,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2005","2005","USD","US Dollar","0","Units","2016","2016",35567.6607114226,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2006","2006","USD","US Dollar","0","Units","2016","2016",36425.8141045282,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2007","2007","USD","US Dollar","0","Units","2016","2016",37600.92179894,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2008","2008","USD","US Dollar","0","Units","2016","2016",38121.9709734893,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2009","2009","USD","US Dollar","0","Units","2016","2016",38371.535363473,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2010","2010","USD","US Dollar","0","Units","2016","2016",38600.5854391631,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2011","2011","USD","US Dollar","0","Units","2016","2016",39085.1372344394,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2012","2012","USD","US Dollar","0","Units","2016","2016",39948.5824335321,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2013","2013","USD","US Dollar","0","Units","2016","2016",40366.1406882961,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2014","2014","USD","US Dollar","0","Units","2016","2016",40777.796931324,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2015","2015","USD","US Dollar","0","Units","2016","2016",41467.0510335515,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2016","2016","USD","US Dollar","0","Units","2016","2016",42154.4897851354,,
"SWE","Sweden","USDPPP","In 2017 constant prices at 2017 USD PPPs","2017","2017","USD","US Dollar","0","Units","2016","2016",42392.7553925393,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2000","2000","USD","US Dollar","0","Units","2017","2017",54405.284063209,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2001","2001","USD","US Dollar","0","Units","2017","2017",56435.1702671939,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2002","2002","USD","US Dollar","0","Units","2017","2017",57314.6101143051,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2003","2003","USD","US Dollar","0","Units","2017","2017",57167.661706471,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2004","2004","USD","US Dollar","0","Units","2017","2017",56674.8508489926,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2005","2005","USD","US Dollar","0","Units","2017","2017",57534.5998691438,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2006","2006","USD","US Dollar","0","Units","2017","2017",57889.0932933356,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2007","2007","USD","US Dollar","0","Units","2017","2017",58745.6819282574,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2008","2008","USD","US Dollar","0","Units","2017","2017",59056.5523566867,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2009","2009","USD","US Dollar","0","Units","2017","2017",60255.1031163132,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2010","2010","USD","US Dollar","0","Units","2017","2017",60400.2035023445,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2011","2011","USD","US Dollar","0","Units","2017","2017",60502.5122840157,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2012","2012","USD","US Dollar","0","Units","2017","2017",61567.3673906285,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2013","2013","USD","US Dollar","0","Units","2017","2017",62516.0528153685,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2014","2014","USD","US Dollar","0","Units","2017","2017",62616.2171513568,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2015","2015","USD","US Dollar","0","Units","2017","2017",62495.2828450202,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2016","2016","USD","US Dollar","0","Units","2017","2017",62369.7478854347,,
"CHE","Switzerland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2017","2017","USD","US Dollar","0","Units","2017","2017",62282.5688602117,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2000","2000","USD","US Dollar","0","Units","2016","2016",38110.3578014889,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2001","2001","USD","US Dollar","0","Units","2016","2016",40036.0948698333,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2002","2002","USD","US Dollar","0","Units","2016","2016",40690.3540371997,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2003","2003","USD","US Dollar","0","Units","2016","2016",41771.1705897227,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2004","2004","USD","US Dollar","0","Units","2016","2016",42751.4963705009,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2005","2005","USD","US Dollar","0","Units","2016","2016",42630.4673885108,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2006","2006","USD","US Dollar","0","Units","2016","2016",43627.4311733532,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2007","2007","USD","US Dollar","0","Units","2016","2016",44897.2303133629,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2008","2008","USD","US Dollar","0","Units","2016","2016",43724.120889231,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2009","2009","USD","US Dollar","0","Units","2016","2016",44464.9501967215,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2010","2010","USD","US Dollar","0","Units","2016","2016",44520.5286411349,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2011","2011","USD","US Dollar","0","Units","2016","2016",43369.939455965,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2012","2012","USD","US Dollar","0","Units","2016","2016",43105.0849175443,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2013","2013","USD","US Dollar","0","Units","2016","2016",43153.9886368667,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2014","2014","USD","US Dollar","0","Units","2016","2016",42781.9138848303,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2015","2015","USD","US Dollar","0","Units","2016","2016",43152.1720562389,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2016","2016","USD","US Dollar","0","Units","2016","2016",43712.6196635994,,
"GBR","United Kingdom","USDPPP","In 2017 constant prices at 2017 USD PPPs","2017","2017","USD","US Dollar","0","Units","2016","2016",43731.542692694,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2000","2000","USD","US Dollar","0","Units","2016","2016",26448.466236896,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2001","2001","USD","US Dollar","0","Units","2016","2016",27513.2132372695,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2002","2002","USD","US Dollar","0","Units","2016","2016",27595.6070870453,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2003","2003","USD","US Dollar","0","Units","2016","2016",28175.5468978229,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2004","2004","USD","US Dollar","0","Units","2016","2016",29571.7837338513,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2005","2005","USD","US Dollar","0","Units","2016","2016",30688.7464394495,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2006","2006","USD","US Dollar","0","Units","2016","2016",31678.341063254,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2007","2007","USD","US Dollar","0","Units","2016","2016",32368.2361644724,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2008","2008","USD","US Dollar","0","Units","2016","2016",32855.6071457923,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2009","2009","USD","US Dollar","0","Units","2016","2016",33166.4974124456,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2010","2010","USD","US Dollar","0","Units","2016","2016",34188.9046748403,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2011","2011","USD","US Dollar","0","Units","2016","2016",34047.0133538648,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2012","2012","USD","US Dollar","0","Units","2016","2016",32965.3872791306,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2013","2013","USD","US Dollar","0","Units","2016","2016",32506.3604595362,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2014","2014","USD","US Dollar","0","Units","2016","2016",33045.4909388131,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2015","2015","USD","US Dollar","0","Units","2016","2016",33699.331893987,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2016","2016","USD","US Dollar","0","Units","2016","2016",34732.3770193207,,
"SVN","Slovenia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2017","2017","USD","US Dollar","0","Units","2016","2016",34932.728296191,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2000","2000","USD","US Dollar","0","Units","2017","2017",12247.7773889792,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2001","2001","USD","US Dollar","0","Units","2017","2017",12727.4447426487,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2002","2002","USD","US Dollar","0","Units","2017","2017",13499.735464309,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2003","2003","USD","US Dollar","0","Units","2017","2017",14719.4814369256,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2004","2004","USD","US Dollar","0","Units","2017","2017",15820.0538824489,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2005","2005","USD","US Dollar","0","Units","2017","2017",16771.1021151021,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2006","2006","USD","US Dollar","0","Units","2017","2017",18191.2590458325,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2007","2007","USD","US Dollar","0","Units","2017","2017",21124.6968595723,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2008","2008","USD","US Dollar","0","Units","2017","2017",21396.4194937383,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2009","2009","USD","US Dollar","0","Units","2017","2017",20673.085769525,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2010","2010","USD","US Dollar","0","Units","2017","2017",20561.4025969941,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2011","2011","USD","US Dollar","0","Units","2017","2017",19714.8326896726,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2012","2012","USD","US Dollar","0","Units","2017","2017",20531.8185148096,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2013","2013","USD","US Dollar","0","Units","2017","2017",20823.7751549607,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2014","2014","USD","US Dollar","0","Units","2017","2017",21970.6710567653,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2015","2015","USD","US Dollar","0","Units","2017","2017",22839.678852084,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2016","2016","USD","US Dollar","0","Units","2017","2017",23935.4331284194,,
"EST","Estonia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2017","2017","USD","US Dollar","0","Units","2017","2017",24335.9751038841,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2000","2000","USD","US Dollar","0","Units","2016","2016",45708.3237601044,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2001","2001","USD","US Dollar","0","Units","2016","2016",45410.541346608,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2002","2002","USD","US Dollar","0","Units","2016","2016",46717.8588861425,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2003","2003","USD","US Dollar","0","Units","2016","2016",45512.5353589283,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2004","2004","USD","US Dollar","0","Units","2016","2016",48585.7364268808,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2005","2005","USD","US Dollar","0","Units","2016","2016",52384.6825949625,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2006","2006","USD","US Dollar","0","Units","2016","2016",54729.6345273829,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2007","2007","USD","US Dollar","0","Units","2016","2016",56155.915671976,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2008","2008","USD","US Dollar","0","Units","2016","2016",49839.3557982732,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2009","2009","USD","US Dollar","0","Units","2016","2016",42617.8246327908,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2010","2010","USD","US Dollar","0","Units","2016","2016",44557.7137098792,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2011","2011","USD","US Dollar","0","Units","2016","2016",46773.7655533638,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2012","2012","USD","US Dollar","0","Units","2016","2016",46953.4181329982,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2013","2013","USD","US Dollar","0","Units","2016","2016",47910.2097742858,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2014","2014","USD","US Dollar","0","Units","2016","2016",48233.6896758778,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2015","2015","USD","US Dollar","0","Units","2016","2016",51758.6170530446,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2016","2016","USD","US Dollar","0","Units","2016","2016",56093.5853787221,,
"ISL","Iceland","USDPPP","In 2017 constant prices at 2017 USD PPPs","2017","2017","USD","US Dollar","0","Units","2016","2016",61786.8873117399,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2000","2000","USD","US Dollar","0","Units","2016","2016",10641.7357244874,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2001","2001","USD","US Dollar","0","Units","2016","2016",11002.3866211088,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2002","2002","USD","US Dollar","0","Units","2016","2016",10653.6390969875,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2003","2003","USD","US Dollar","0","Units","2016","2016",11446.2619218138,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2004","2004","USD","US Dollar","0","Units","2016","2016",12393.7716823549,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2005","2005","USD","US Dollar","0","Units","2016","2016",14424.9804623243,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2006","2006","USD","US Dollar","0","Units","2016","2016",15923.0248975676,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2007","2007","USD","US Dollar","0","Units","2016","2016",19642.1805360479,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2008","2008","USD","US Dollar","0","Units","2016","2016",20291.6227742549,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2009","2009","USD","US Dollar","0","Units","2016","2016",18321.4595582997,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2010","2010","USD","US Dollar","0","Units","2016","2016",17601.0895696464,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2011","2011","USD","US Dollar","0","Units","2016","2016",16987.9452726834,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2012","2012","USD","US Dollar","0","Units","2016","2016",17698.7430288766,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2013","2013","USD","US Dollar","0","Units","2016","2016",18546.0195288616,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2014","2014","USD","US Dollar","0","Units","2016","2016",19783.0492501142,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2015","2015","USD","US Dollar","0","Units","2016","2016",21587.446375434,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2016","2016","USD","US Dollar","0","Units","2016","2016",22726.2934400428,,
"LVA","Latvia","USDPPP","In 2017 constant prices at 2017 USD PPPs","2017","2017","USD","US Dollar","0","Units","2016","2016",23683.2583014375,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2000","2000","USD","US Dollar","0","Units","2016","2016",9544.1448060243,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2001","2001","USD","US Dollar","0","Units","2016","2016",10090.7155497016,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2002","2002","USD","US Dollar","0","Units","2016","2016",10532.4625059827,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2003","2003","USD","US Dollar","0","Units","2016","2016",11232.2559474459,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2004","2004","USD","US Dollar","0","Units","2016","2016",12157.152832794,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2005","2005","USD","US Dollar","0","Units","2016","2016",13469.1088984184,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2006","2006","USD","US Dollar","0","Units","2016","2016",15788.041042972,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2007","2007","USD","US Dollar","0","Units","2016","2016",17403.4765992335,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2008","2008","USD","US Dollar","0","Units","2016","2016",19086.8809172176,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2009","2009","USD","US Dollar","0","Units","2016","2016",17519.0056200028,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2010","2010","USD","US Dollar","0","Units","2016","2016",17530.1709328906,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2011","2011","USD","US Dollar","0","Units","2016","2016",18345.1219364369,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2012","2012","USD","US Dollar","0","Units","2016","2016",18854.0271629848,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2013","2013","USD","US Dollar","0","Units","2016","2016",19607.9555360172,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2014","2014","USD","US Dollar","0","Units","2016","2016",20392.8932733805,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2015","2015","USD","US Dollar","0","Units","2016","2016",21416.7244683409,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2016","2016","USD","US Dollar","0","Units","2016","2016",22562.3852919533,,
"LTU","Lithuania","USDPPP","In 2017 constant prices at 2017 USD PPPs","2017","2017","USD","US Dollar","0","Units","2016","2016",24286.869242824,,
